trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
475,False,"{'a': 0.01, 'e': 0.008651695203120636}",20,8,22.002154928775784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.01, 'e': 0.008565609397498062}",20,13,12.59328210562104,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.01, 'e': 0.008480380159953263}",30,16,24.066404338923014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.01, 'e': 0.008395998967491472}",30,21,17.123821559661422,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.01, 'e': 0.00831245738192312}",30,17,19.026615890913074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.01, 'e': 0.008229747049020032}",20,0,25.518967658229876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
481,False,"{'a': 0.01, 'e': 0.008147859697679984}",20,4,28.873268209084785,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.01, 'e': 0.008066787139099616}",25,9,24.050229613811148,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.01, 'e': 0.007986521265955504}",30,14,31.281212038235612,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.01, 'e': 0.007907054051593443}",30,17,19.60006740032359,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.01, 'e': 0.00782837754922577}",20,13,14.451621052155387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.01, 'e': 0.007750483891136694}",30,15,28.092569116792077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.01, 'e': 0.007673365287895491}",20,1,25.73011446578733,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.00759701402757757}",30,21,13.440862310690186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.01, 'e': 0.007521422474993272}",20,11,14.35448024231135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.01, 'e': 0.00744658307092434}",30,4,41.69589146644063,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.01, 'e': 0.007372488331368014}",25,8,32.780384810007654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.01, 'e': 0.007299130846788585}",20,8,18.912309966729946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.01, 'e': 0.007226503281376464}",20,8,16.017767470712975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.007154598372314581}",25,3,33.46885645211879,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.01, 'e': 0.007083408929052121}",20,13,10.53482827271262,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.007012927832585426}",30,8,40.99731182547857,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.006943148034746116}",30,10,32.97979645907765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.006874062557496251}",25,3,31.814749320404193,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.01, 'e': 0.006805664492230545}",20,13,13.24187593095695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.006737946999085469}",25,0,33.91898216994619,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.01, 'e': 0.006670903306255275}",25,11,25.2004656036676,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.01, 'e': 0.006604526709314807}",20,13,9.436378604754392,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.01, 'e': 0.006538810570549065}",20,0,30.73750410622833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
504,False,"{'a': 0.01, 'e': 0.006473748318289407}",20,0,25.648843954325724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.01, 'e': 0.006409333446256385}",20,12,16.110393571319353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.01, 'e': 0.006345559512909112}",20,7,18.627181241206124,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.01, 'e': 0.006282420140801119}",20,6,24.691574503313113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.01, 'e': 0.0062199090159425745}",20,6,10.695312322123856,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.01, 'e': 0.006158019887168899}",20,4,15.695915756863936,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.01, 'e': 0.006096746565515634}",25,17,14.781215561570427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.01, 'e': 0.0060360829235995665}",30,6,18.327259740925243,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
512,False,"{'a': 0.01, 'e': 0.0059760228950059445}",30,13,10.101536300231981,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
513,False,"{'a': 0.01, 'e': 0.005916560473681859}",20,12,14.379644814519473,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.01, 'e': 0.005857689713335624}",20,8,18.127311172810426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.01, 'e': 0.005799404726842143}",20,12,10.554646832078541,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.01, 'e': 0.005741699685654204}",20,7,22.002681254687204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.01, 'e': 0.005684568819219596}",30,11,28.824042536550497,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.01, 'e': 0.005628006414404067}",20,10,12.174808626272803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.01, 'e': 0.005572006814919994}",20,14,12.563940131033018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.01, 'e': 0.005516564420760773}",20,9,22.668807877597235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.01, 'e': 0.00546167368764078}",30,12,34.96730267952116,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.01, 'e': 0.005407329126440961}",20,8,20.571016036513193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.01, 'e': 0.005353525302659904}",20,2,27.85580506263272,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.01, 'e': 0.005300256835870404}",25,11,23.562330524593666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.01, 'e': 0.0052475183991813855}",20,13,9.956096957036852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.01, 'e': 0.005195304718705233}",20,10,18.650345994287076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.01, 'e': 0.005143610573030381}",20,12,17.518478300696533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.01, 'e': 0.005092430792699192}",25,5,25.814157427909638,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.01, 'e': 0.005041760259690981}",20,2,23.400449982286737,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.01, 'e': 0.004991593906910219}",25,19,12.367516151711879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.01, 'e': 0.0049419267176798185}",25,8,30.560063564974577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.01, 'e': 0.0048927537252394775}",25,13,22.195263098794566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.01, 'e': 0.004844070012248968}",30,11,32.76144363316135,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.01, 'e': 0.004795870710296422}",25,19,10.601453485917366,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.01, 'e': 0.004748150999411474}",30,18,23.028247924177148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.01, 'e': 0.004700906107583278}",25,6,31.941579590445357,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.01, 'e': 0.004654131310283274}",20,8,22.192923682333053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.01, 'e': 0.004607821929992754}",25,14,15.125317965072067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.01, 'e': 0.004561973335735097}",30,8,30.755955549664407,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.01, 'e': 0.004516580942612668}",20,8,19.327730218543074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.01, 'e': 0.004471640211348334}",30,15,25.88041126914856,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.01, 'e': 0.004427146647831513}",25,0,32.78007067512999,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
543,False,"{'a': 0.01, 'e': 0.004383095802668777}",20,7,22.68917149146552,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.01, 'e': 0.0043394832707388965}",25,13,20.429193617709686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.01, 'e': 0.004296304690752341}",20,14,10.904188450112795,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.01, 'e': 0.004253555744815127}",25,16,15.932908415265484,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.01, 'e': 0.004211232157997036}",20,9,20.33950921178645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.01, 'e': 0.004169329697904113}",30,18,22.7892781328247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.004127844174255437}",25,17,14.296479888356041,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.01, 'e': 0.004086771438464068}",35,12,39.65210854841962,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.01, 'e': 0.0040461073832222}",20,12,14.930518215509103,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.01, 'e': 0.004005847942090418}",30,6,37.27618799258477,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.01, 'e': 0.003965989089091066}",20,10,16.1117751836595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.01, 'e': 0.003926526838305625}",25,0,32.80965658275864,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.01, 'e': 0.0038874572434761316}",20,2,29.844083134830047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.0038487763976105403}",30,21,15.033824015384473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.0038104804325920383}",20,11,14.90889568885607,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.003772565518792206}",30,7,32.24692826976832,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.0037350278646880687}",30,14,22.307706750260053,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.00369786371648293}",20,0,29.97195555331455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
561,False,"{'a': 0.01, 'e': 0.003661069357731006}",20,14,9.232303061570835,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.003624641108965757}",20,7,18.33883271276448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.0035885753273319485}",25,18,10.297814084892341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.01, 'e': 0.003552868406221363}",30,15,26.89802037617457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.01, 'e': 0.0035175167749121297}",20,0,32.4368888052783,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.01, 'e': 0.0034825168982116645}",20,0,24.677505556312855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.01, 'e': 0.0034478652761031274}",30,11,33.084121330320805,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.01, 'e': 0.0034135584433954316}",20,12,14.643388540743375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.0033795929693767137}",30,15,30.99257715694364,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.01, 'e': 0.0033459654574712733}",30,15,28.453557604026347,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.003312672544899894}",30,5,40.62604040018435,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.003279710902343574}",20,0,29.673898174239252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
573,False,"{'a': 0.01, 'e': 0.003247077233610587}",20,6,18.99602400664589,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.003214768275306871}",20,12,11.777573674634555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.003182780796509668}",20,5,-30.182412476640756,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
576,False,"{'a': 0.01, 'e': 0.0031511115984444423}",20,9,22.13511796206585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.003119757514164993}",25,8,28.904369486041272,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.00308871540823677}",20,6,21.849397866482878,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.0030579821764233086}",20,10,20.12579337235343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.003027554745375816}",20,14,9.572146382002693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.0029974300723258295}",35,0,54.46098696643378,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.01, 'e': 0.002967605144780945}",20,10,21.76853012309818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.01, 'e': 0.002938076980223551}",20,0,29.627774326391332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.01, 'e': 0.002908842625812585}",35,12,39.93349561907113,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.0028798991580882413}",30,22,14.392905923929378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.002851243682679633}",30,4,42.7156494109098,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.002822873334015337}",20,2,28.84348574776032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.01, 'e': 0.0027947852750368446}",20,3,27.151093648560828,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.0027669766969148513}",20,0,27.85084106422315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
590,False,"{'a': 0.01, 'e': 0.0027394448187683692}",25,19,12.402099426152107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.01, 'e': 0.0027121868873866443}",25,12,22.006143211985215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.0026852001769538214}",20,0,28.203503252133434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
593,False,"{'a': 0.01, 'e': 0.002658481988776368}",20,14,12.33254133532075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.01, 'e': 0.002632029651013199}",20,6,19.865090651819123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.01, 'e': 0.002605840518408499}",25,9,24.803233368968705,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.002579911972027181}",25,3,36.43170758333286,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.01, 'e': 0.002554241418992999}",20,8,17.85597283982611,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.01, 'e': 0.0025288262922292565}",20,16,9.765106707809952,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.002503664050202101}",25,14,18.16198597058615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.01, 'e': 0.0024787521766663594}",20,5,24.861346658914492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.002454088180413918}",20,12,14.821390386323026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.01, 'e': 0.002429669595024596}",30,0,2.4007736134396076,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
603,False,"{'a': 0.01, 'e': 0.0024054939786195104}",20,0,32.549373608213216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.0023815589136168716}",20,0,29.95349905436091,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
605,False,"{'a': 0.01, 'e': 0.0023578620064902333}",25,11,21.762253727302944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.01, 'e': 0.002334400887529134}",25,13,21.305161660078582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.01, 'e': 0.00231117321060213}",25,5,27.112707853147132,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.00228817665292217}",20,10,17.631225575134277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.01, 'e': 0.002265408914814323}",20,9,18.39576786724857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.01, 'e': 0.002242867719485802}",35,15,29.520133620962774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.01, 'e': 0.0022205508127982943}",25,5,36.72213260051767,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.0021984559630425318}",30,3,44.07374214814759,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.01, 'e': 0.0021765809607151264}",20,0,30.574407817503054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.01, 'e': 0.0021549236182976136}",30,14,29.691279761496613,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.01, 'e': 0.0021334817700377085}",25,7,27.349236925445318,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.0021122532717327146}",30,15,25.397316797699112,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.01, 'e': 0.0020912360005151107}",25,20,9.32179894283235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.01, 'e': 0.002070427854640261}",20,0,31.238603213473716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
619,False,"{'a': 0.01, 'e': 0.002049826753276236}",30,5,39.2942646168615,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.01, 'e': 0.0020294306362957345}",20,6,27.122426844820488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.01, 'e': 0.0020092374640700607}",25,0,36.3150743444798,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
622,False,"{'a': 0.01, 'e': 0.0019892452172651644}",30,18,22.02409142416153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.0019694518966397023}",20,9,16.129020249203435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.01, 'e': 0.0019498555228451213}",20,13,14.588184173753334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.00193045413622771}",20,0,28.241356534517273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
626,False,"{'a': 0.01, 'e': 0.0019112457966326383}",25,0,28.900586616195472,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
627,False,"{'a': 0.01, 'e': 0.0018922285832099386}",20,8,22.513678805407793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.01, 'e': 0.001873400594222424}",20,0,22.990822222617798,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
629,False,"{'a': 0.01, 'e': 0.0018547599468555038}",20,1,30.02986097407631,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.01, 'e': 0.0018363047770289078}",25,3,-11.788602294825097,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.01, 'e': 0.001818033239210272}",30,12,32.7922888815682,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.01, 'e': 0.0017999435062305918}",25,12,15.581423591862098,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.0017820337691014923}",30,0,42.726059189581974,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
634,False,"{'a': 0.01, 'e': 0.0017643022368343361}",25,12,18.770453798995025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.01, 'e': 0.0017467471362611186}",20,0,29.36698181671013,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
636,False,"{'a': 0.01, 'e': 0.0017293667118571563}",25,18,12.09971439633091,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.0017121592255655233}",20,12,17.110241416573665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.01, 'e': 0.0016951229566232512}",20,13,13.07508844810525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.01, 'e': 0.0016782562013892468}",20,0,33.347674504459384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
640,False,"{'a': 0.01, 'e': 0.0016615572731739346}",30,17,22.67977856845257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.01, 'e': 0.0016450245020705751}",25,10,21.570389494656055,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.0016286562347882813}",20,15,8.599792863429936,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.0016124508344866843}",20,14,10.5997102905784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.01, 'e': 0.0015964066806122479}",35,18,34.37965736658867,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.01, 'e': 0.0015805221687362177}",20,12,15.698316059353957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.0015647957103941672}",20,12,18.01630073960123,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.01, 'e': 0.001549225732927157}",20,6,21.51858782011995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.0015338106793244637}",20,14,11.605962272055837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.01, 'e': 0.001518549008067884}",20,0,29.740388164260423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.01, 'e': 0.001503439192977573}",25,10,27.879507973959637,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.01, 'e': 0.0014884797230594298}",20,3,25.12200909310447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.01, 'e': 0.0014736691023539952}",25,10,23.336472375528544,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.001459005849786859}",20,14,12.40700827501095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.0014444884990205437}",30,15,23.93223556786664,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01, 'e': 0.0014301155983078748}",25,4,29.539714520487138,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.01, 'e': 0.0014158857103468026}",20,7,22.56525599702205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.01, 'e': 0.001401797412136675}",25,11,28.6430997112349,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.0013878492948359294}",25,14,17.82930259806746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.01, 'e': 0.0013740399636212122}",25,14,18.904394377751665,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
