trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",25,0,-185.87579024648144,"{0: 12, 1: 1, 2: 8, 3: 2, 4: 2}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",30,0,-131.71509804044055,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",25,0,-100.80742223291308,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",20,0,-163.71308626368295,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
5,False,"{'a': 0.01, 'e': 0.951229424500714}",30,3,-36.88842760903074,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 0}",1
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",30,0,-68.26031802805981,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",30,0,-114.12454141414409,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",30,16,-33.611105968958654,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 0}",1
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",20,6,-29.453059534707844,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
10,False,"{'a': 0.01, 'e': 0.9048374180359596}",25,6,-24.824618052446272,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",30,2,-78.25780950641852,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 1}",1
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-70.98517995398758,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",25,0,-120.44250002534991,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,0,-75.25401930684234,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",20,0,-96.2654187064877,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",25,9,-110.4163718797725,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 2}",1
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-58.20873896204827,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",25,0,-134.7465511750151,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",30,0,-136.00858130460898,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",20,0,-62.601894027969635,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",20,0,-62.58085545812701,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",30,0,-68.67414171675863,"{0: 19, 1: 6, 2: 4, 3: 1, 4: 0}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",25,0,-89.35472242594057,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",20,0,-31.494442926483526,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",30,0,-159.90636868067256,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",20,0,-69.49932401733581,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",20,0,-157.37587606802813,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",25,3,-126.5634100101663,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 2}",1
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-120.32227412054478,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",1
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,0,-64.3101981981555,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",25,0,-114.51192053007759,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
32,False,"{'a': 0.01, 'e': 0.7261490370736909}",20,1,-58.89773819206546,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",20,15,8.12958878846348,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.01, 'e': 0.7117703227626097}",35,0,-187.75178257279012,"{0: 22, 1: 4, 2: 4, 3: 2, 4: 3}",0
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",35,0,-99.79440636087666,"{0: 25, 1: 6, 2: 2, 3: 0, 4: 2}",0
36,False,"{'a': 0.01, 'e': 0.6976763260710311}",20,0,-59.62784878434549,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
37,False,"{'a': 0.01, 'e': 0.6907343306373547}",25,10,-2.6007235330434564,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.01, 'e': 0.6838614092123558}",30,7,-50.14709885569088,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
39,False,"{'a': 0.01, 'e': 0.6770568744981647}",20,9,3.2756725954276407,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
40,False,"{'a': 0.01, 'e': 0.6703200460356393}",30,0,-33.170762540471316,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.6636502501363194}",20,0,-36.740010706190134,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.6570468198150567}",20,0,-123.60957171520533,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.6505090947233165}",30,0,-86.85456248106715,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.6440364210831414}",25,0,-29.228412554135822,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
45,False,"{'a': 0.01, 'e': 0.6376281516217733}",20,0,-80.22865962290147,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
46,False,"{'a': 0.01, 'e': 0.631283645506926}",20,10,-31.993666658056288,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
47,False,"{'a': 0.01, 'e': 0.6250022682827008}",25,11,-14.111344754067021,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.6187833918061408}",20,0,-21.9943454957155,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
49,False,"{'a': 0.01, 'e': 0.6126263941844161}",25,0,-95.78890696740412,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",30,0,-47.66755512537966,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",30,0,-115.95389657290208,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
52,False,"{'a': 0.01, 'e': 0.5945205479701944}",25,14,-89.15749258325033,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",25,0,-51.5385005764075,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",20,0,-38.12236192814768,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",25,9,-1.088283438218018,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",25,0,-130.54434865568538,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",30,8,3.949061370399553,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
58,False,"{'a': 0.01, 'e': 0.559898366565402}",30,17,-73.47172310618396,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",20,11,-13.716616269474075,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.5488116360940265}",20,0,-50.55419891486077,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",25,0,-65.31672372163554,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",20,0,-108.48394479192575,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",20,5,4.04168655669082,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",20,5,1.668250929550046,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
65,False,"{'a': 0.01, 'e': 0.522045776761016}",25,8,-95.74085241816277,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
66,False,"{'a': 0.01, 'e': 0.5168513344916993}",30,19,14.741801296855426,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",20,0,-41.429582839988235,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
68,False,"{'a': 0.01, 'e': 0.5066169923655897}",25,3,-80.57786567058534,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 2}",1
69,False,"{'a': 0.01, 'e': 0.5015760690660556}",20,6,-107.67844185193317,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 2}",1
70,False,"{'a': 0.01, 'e': 0.4965853037914095}",20,3,28.872937092238526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.49164419746096516}",30,10,7.632910864706528,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",25,0,-27.585615506156813,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",25,11,-55.87009345318959,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
74,False,"{'a': 0.01, 'e': 0.47711391552103444}",20,7,-56.66762133691897,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.01, 'e': 0.47236655274101474}",20,0,-71.09464972636009,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,0,-47.29022142232054,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",25,0,-103.56517262850136,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
78,False,"{'a': 0.01, 'e': 0.45840601130522357}",20,4,-16.149764346717127,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",20,0,12.319039987375211,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,6,-45.19940120265943,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",25,0,-12.456157527352609,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",30,0,-14.325518175355834,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,6,-29.429469393620476,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,0,3.2731600841291986,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",25,0,-78.09632080094349,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",25,15,15.605702036696991,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.418951549247639}",20,8,18.6293976917298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",30,0,-69.48356519759862,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,0,3.4413510774617513,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",30,0,5.646722511062338,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",25,1,-54.590562220734476,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 1}",1
92,False,"{'a': 0.01, 'e': 0.3985190410845142}",30,10,-28.011872133375995,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.39455371037160114}",20,0,-40.8920014870835,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",30,13,15.288017042546322,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",30,0,-37.11988454114324,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",30,8,-40.316215435966804,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,0,-7.2872047947556835,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",20,14,12.276575543061037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,16,9.328075944464006,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",30,16,-39.04129248791635,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,0,-22.635182495470332,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",35,11,-7.557701760619411,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",25,6,10.437700024144272,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",25,0,-129.88822086757543,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",25,0,15.256725091476405,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.01, 'e': 0.34645581033005746}",25,10,-6.250298113237487,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
107,False,"{'a': 0.01, 'e': 0.3430085174187067}",30,0,-34.32108905984185,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",0
108,False,"{'a': 0.01, 'e': 0.33959552564493917}",20,8,0.3293749473886094,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.33621649370673334}",20,0,-7.04899997173066,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",20,13,-3.8068748309866294,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",30,0,-17.90007094938163,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",20,0,-6.657120912090726,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,3,2.3105287980999423,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.3198190218163039}",30,11,-82.00585282113009,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
115,False,"{'a': 0.01, 'e': 0.3166367693790532}",25,11,-40.905070289813665,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826054}",20,0,-63.329862655380396,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,15,18.27950593029882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,0,-40.45933920359042,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",30,10,-87.938290687007,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",30,6,17.972643921166643,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",20,12,-6.755843036880695,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,0,-88.29002594236192,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",20,0,20.49847829094558,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.28938421793905067}",20,2,30.163883379838545,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.28650479686019015}",20,0,12.058399481840523,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",35,21,22.073359145796587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",25,13,-40.21237332040343,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,6,-42.479562118240835,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",30,0,24.793404346288714,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,0,10.752333917188889,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.26982005638468687}",25,0,-35.20731789983546,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
132,False,"{'a': 0.01, 'e': 0.2671353019658504}",20,11,17.435854239529736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,7,19.509442621045388,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",20,12,11.929803644870965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",30,23,-28.807358157921453,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,4,-81.73718656942607,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,1,-15.820326033206435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.01, 'e': 0.2515785530597565}",25,9,24.298428324347274,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.2490753046316682}",20,14,10.17313582363797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160646}",30,16,23.6932525220447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",25,14,19.34094982768189,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703648}",20,0,-9.920813989122951,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",30,13,-11.591056779835885,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.2369277586821218}",25,2,36.444458942461765,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379768}",20,15,-2.9755408990091063,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975886}",20,5,21.489399982701155,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672387}",25,17,-0.9348233412318296,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381276}",20,8,14.041284220801536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943875}",25,17,3.842360463118033,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842985}",20,15,9.942204818769593,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.22090997795937822}",20,0,13.550050452788385,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.01, 'e': 0.21871188695221477}",20,0,-44.83963170285092,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,10,-36.081777089710194,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697797}",20,13,9.674642856842297,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674307}",25,0,10.2299202102605,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
156,False,"{'a': 0.01, 'e': 0.21013607120076475}",20,6,22.221537470340998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,20,10.2073391126727,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488347}",20,9,-6.924001455993099,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421345}",30,18,-12.286222690131353,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.2018965179946554}",30,18,-1.1202708548752436,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,8,13.889666398424167,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361468}",25,6,20.54123798275102,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",25,9,12.38725903757974,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",30,19,-23.521339695689033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
165,False,"{'a': 0.01, 'e': 0.1920499086207541}",20,3,28.582237844138717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.19013898010152053}",20,0,0.14149498777972447,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",20,4,20.39993673291446,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603941}",20,7,-36.791613117392295,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
169,False,"{'a': 0.01, 'e': 0.1845195239929893}",20,9,17.674005492335414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",20,11,15.970089650851747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",25,0,11.11437766713759,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.01, 'e': 0.17906614791149325}",30,9,11.385051186216925,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",30,12,3.529320803820323,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.1755204006169969}",25,14,19.340975917015797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",30,0,-8.085071258115317,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,10,-25.55635853108024,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540945}",20,0,17.16328448414002,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.01, 'e': 0.16863814726859552}",20,1,32.70407495980762,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.16696016966704072}",20,0,15.690694314733289,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.01, 'e': 0.16529888822158656}",25,7,16.90345164976916,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270408}",25,0,-43.18354136483535,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
182,False,"{'a': 0.01, 'e': 0.16202575093388077}",20,10,8.597621955912686,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517277}",25,3,-28.043996977310094,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
184,False,"{'a': 0.01, 'e': 0.1588174261069207}",20,12,14.248404725932659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
